SapBasicMatNum,Crop,CropType,Phase,MdId,MpgDesc,MarketProductName,WorldArea,xabci
12924945,MELON,,5B,cf399885-41e0-4032-8382-e1b39cb32757,HYB MELON,SVMN8024,EMEA,
12175001,MELON,,5B,dd0fba1d-4d50-4250-add8-078ba6c4a401,HYB MELON,WIFAK,EMEA,
11492865,MELON,,5B,67824f59-d1e7-4076-a3f0-274f3e3d0f02,HYB MELON,SV6556MC,EMEA,
10917393,MELON,,5B,fc1939e2-abcc-4986-9865-d3aab8e361ef,HYB MELON,SV3137MN,EMEA,
10811084,MELON,,5B,d8fa86c6-be79-4698-8c66-24613e82cf74,HYB MELON,GOLDMINE,AMPAC,
12810797,MELON,,5B,,HYB MELON,SVMC7629,EMEA,C
12337304,MELON,,5B,6ce8117d-f53c-434f-b203-17b9beeb96d5,HYB MELON,SVMC5704,EMEA,
10911734,MELON,,5B,790ddb60-a117-4600-88c5-cddcce93709d,HYB MELON,CORY,EMEA,
12289797,MELON,,5B,9b245b13-c2fb-4d73-8b23-cc2bd45553a5,HYB MELON,DON DAVID,ASIA,
12336000,MELON,,5B,0b5252c3-2590-417a-bb08-44d8bb76d4fa,HYB MELON,EXULLA,EMEA,
12604753,MELON,,5B,,HYB MELON,SUGARKECH,EMEA,C
12289797,MELON,,5B,d3fa1e51-3761-489b-8c64-82b278b6c063,HYB MELON,DON DAVID,AMPAC,
11137447,MELON,,5B,,HYB MELON,MELIDOR,AMPAC,
11994550,ONION,onion_croptype_normal,5B,,"HYB ONION, LONG DAY",TUCANNON,ASIA,
12541421,ONION,onion_croptype_normal,5B,,"HYB ONION, LONG DAY",JAWBRIDGE,AMPAC,
11994602,ONION,,5B,4d57dc59-97ed-46ae-ad1e-514b9d9c5824,"HYB ONION, LONG DAY",MONTCLAIR,AMPAC,
12349327,ONION,,5B,,"HYB ONION, LONG DAY",CATSKILL,AMPAC,
11994550,ONION,onion_croptype_normal,5B,91ee5dd7-557f-4e5a-91e2-20d68e201a8f,"HYB ONION, LONG DAY",TUCANNON,EMEA,
10900235,ONION,,5B,74bfc866-0bbb-4148-8fae-22b3d602c795,"HYB ONION, LONG DAY",STERLING,AMPAC,
12541421,ONION,onion_croptype_normal,5B,,"HYB ONION, LONG DAY",JAWBRIDGE,ASIA,
11994550,ONION,onion_croptype_normal,5B,,"HYB ONION, LONG DAY",TUCANNON,AMPAC,
11994602,ONION,onion_croptype_normal,5B,396e5ae3-abca-4118-83df-5fb5769d3530,"HYB ONION, LONG DAY",MONTCLAIR,ASIA,
10900235,ONION,,5B,34d68e38-5cc4-45ce-bc22-6ef4524e86e8,"HYB ONION, LONG DAY",STERLING,EMEA,
11243506,ONION,onion_croptype_normal,5B,,"HYB ONION, LONG DAY",SV4058NU,EMEA,
11243506,ONION,onion_croptype_normal,5B,,"HYB ONION, LONG DAY",SV4058NU,AMPAC,
11243506,ONION,onion_croptype_normal,5B,,"HYB ONION, LONG DAY",SV4058NU,ASIA,
12156694,ONION,,5B,4d9c6897-ebe7-4ffa-8e27-a4c084754561,"HYB ONION, MID DAY",SV0106NG,ASIA,
10779285,ONION,onion_croptype_normal,5B,8fd0ffb8-3c87-4870-b6e2-ab9f5fd61e6a,"HYB ONION, MID DAY",SIERRA BLANCA,EMEA,
12087537,ONION,onion_croptype_normal,5B,60cac518-a178-4afc-b37e-83407a30ca06,"HYB ONION, MID DAY",RANGURU,EMEA,
12413242,ONION,onion_croptype_normal,5B,967dc7e6-37b5-4542-a328-caa02d5875bb,"HYB ONION, MID DAY",HARRIER,ASIA,
12156694,ONION,,5B,,"HYB ONION, MID DAY",SV0106NG,AMPAC,
10771885,ONION,,5B,b5f508af-a389-4103-be85-64fe10e7e35f,"HYB ONION, MID DAY",DEVONPORT,ASIA,
10800428,ONION,onion_croptype_normal,5B,55734ad7-5e1a-4b77-9ace-fc87aac05a41,"HYB ONION, MID DAY",XP 07939002,AMPAC,
10800428,ONION,onion_croptype_normal,5B,7e216734-cc4a-4a5e-b6b4-1a51ca9baafe,"HYB ONION, MID DAY",AYOBA,ASIA,
12156696,ONION,onion_croptype_normal,5B,,"HYB ONION, MID DAY",MINISTER,ASIA,
12156696,ONION,onion_croptype_normal,5B,,"HYB ONION, MID DAY",MINISTER,EMEA,
12087537,ONION,onion_croptype_normal,5B,bee79cb5-3ed8-4554-8d41-ebf7adb64049,"HYB ONION, MID DAY",RANGURU,ASIA,
10800428,ONION,onion_croptype_normal,5B,6cbbc037-13d7-4b1c-910f-c755c7b47868,"HYB ONION, MID DAY",AYOBA,EMEA,
11844714,ONION,onion_croptype_normal,5B,,"HYB ONION, MID DAY",RED FLOYD,AMPAC,
11844714,ONION,onion_croptype_normal,5B,4a24a094-b217-4ff8-a05f-7469c36ddb01,"HYB ONION, MID DAY",SV3742NE,EMEA,
10765178,ONION,,5B,1f9b63e9-a9a8-454e-a7bd-47a6c010347f,"HYB ONION, MID DAY",GUIMAR,EMEA,
10803973,ONION,,5B,,"HYB ONION, MID DAY",LEONA,AMPAC,
10765178,ONION,,5B,47c129fe-cebf-4579-bbf3-a11dccd9cd37,"HYB ONION, MID DAY",EMPIRE 2000,AMPAC,
12156696,ONION,onion_croptype_normal,5B,,"HYB ONION, MID DAY",MINISTER,AMPAC,
10761114,ONION,onion_croptype_normal,5B,a208ba6a-9dc9-41ba-b55b-71947778ab27,"HYB ONION, MID DAY",CAMPO LINDO,AMPAC,
10779285,ONION,onion_croptype_normal,5B,e00ef793-e2fb-4657-b6fc-acac8fff6383,"HYB ONION, MID DAY",SIERRA BLANCA,AMPAC,
11603551,ONION,onion_croptype_normal,5B,99040cda-c2fd-41f5-9f7d-89d38a3b0109,"HYB ONION, RIJNBURGE",ROCKITO,EMEA,
12387900,ONION,onion_croptype_normal,5B,eb1bea83-b20f-43b4-81f7-577fef1102ce,"HYB ONION, RIJNBURGE",SVND0363,EMEA,
11603553,ONION,,5B,e01aa607-da80-4a26-8156-54646559a5f7,"HYB ONION, RIJNBURGE",SV3557ND,EMEA,
10760714,ONION,onion_croptype_normal,5B,76750a90-f14f-4f0d-aa75-5ff6f0ec4e0e,"HYB ONION, RIJNBURGE",VARES,EMEA,
12263410,ONION,onion_croptype_normal,5B,91d7745f-ad02-4d4b-bd9a-5b1c0f59d417,"HYB ONION, RIJNBURGE",BOSSITO,EMEA,
12109260,ONION,onion_croptype_normal,5B,cce1fdf5-adf0-48da-ae62-992b435e3c72,"HYB ONION, RIJNBURGE",PACKITO,EMEA,
12119775,ONION,onion_croptype_normal,5B,,"HYB ONION, SHORT DAY",HORNET,AMPAC,
11651243,ONION,onion_croptype_normal,5B,d44e7a6d-5a77-4d1f-82e8-ce2ce14564b4,"HYB ONION, SHORT DAY",SV7030NS,EMEA,
10789943,ONION,onion_croptype_normal,5B,3321db03-b2da-4657-b77e-e9fb301d5338,"HYB ONION, SHORT DAY",YAQOUT,EMEA,
10779614,ONION,onion_croptype_normal,5B,ae215f30-e369-4504-9533-1ae46103d253,"HYB ONION, SHORT DAY",CEYLON,ASIA,
12119775,ONION,onion_croptype_normal,5B,b60040bd-2067-4ab2-af0b-88bf6dc8965c,"HYB ONION, SHORT DAY",SV6326NN,ASIA,
12456872,ONION,onion_croptype_normal,5B,,"HYB ONION, SHORT DAY",SVNN7404,EMEA,
11651243,ONION,onion_croptype_normal,5B,50b5194b-266f-423a-9d0a-e37ccaf937a5,"HYB ONION, SHORT DAY",SV7030NS,AMPAC,
11651243,ONION,onion_croptype_normal,5B,5a0a82eb-4c4a-4967-ad47-0f3c664567a8,"HYB ONION, SHORT DAY",SV7030NS,ASIA,
11914043,ONION,onion_croptype_normal,5B,55516d3d-23bd-49f6-a70c-5076a448c524,"HYB ONION, SHORT DAY",DUSTER,EMEA,
10779614,ONION,onion_croptype_normal,5B,,"HYB ONION, SHORT DAY",CEYLON,EMEA,
10798866,ONION,onion_croptype_sweet,5B,9538e5fb-c29b-4144-bd83-5d893a59ce72,"HYB ONION, SHORT DAY",SANTA LUCIA,EMEA,
12175095,ONION,onion_croptype_normal,5B,,"HYB ONION, SHORT DAY",SV3588NJ,AMPAC,
11914043,ONION,onion_croptype_normal,5B,b718b44a-7c25-4e0e-bf42-370696f5d7d9,"HYB ONION, SHORT DAY",DUSTER,AMPAC,
10798866,ONION,onion_croptype_sweet,5B,b6f0c0d3-43c0-484a-b44d-af8a4c3ce201,"HYB ONION, SHORT DAY",CENTURY,AMPAC,
11914043,ONION,onion_croptype_normal,5B,2834fa74-d9a7-4e15-8eb5-0ae809610999,"HYB ONION, SHORT DAY",DUSTER,ASIA,
10789943,ONION,onion_croptype_normal,5B,,"HYB ONION, SHORT DAY",XP RED,ASIA,
12120917,ONION,onion_croptype_normal,5B,,"HYB ONION, SHORT DAY",TAKAHE,AMPAC,
12119775,ONION,onion_croptype_normal,5B,3d19391e-5ee5-4504-90a6-89b5a9f1c8d5,"HYB ONION, SHORT DAY",HORNET,EMEA,
11878682,PEPPER,pepper_croptype_hot,5B,827030e1-a9e7-4d8c-b7bd-7d041e065d9c,"HYB PEPPER, HOT",BECAN,AMPAC,
12186490,PEPPER,pepper_croptype_hot,5B,7286bfe1-3941-4336-849b-643b034206db,"HYB PEPPER, HOT",CARRANZA,AMPAC,
10776220,PEPPER,,5B,eafd6be5-a67e-4717-bc3b-3ee78af495bd,"HYB PEPPER, HOT",GOLDEN HOT,ASIA,
11158428,PEPPER,pepper_croptype_hot,5B,9d173f0c-d340-4476-b900-9910ef5dc499,"HYB PEPPER, HOT",SV0853HA,ASIA,
10792662,PEPPER,pepper_croptype_hot,5B,,"HYB PEPPER, HOT",SIAM HOT,ASIA,
11531269,PEPPER,pepper_croptype_hot,5B,0d9f6d90-8c76-4762-918b-187f9cb3fe4b,"HYB PEPPER, HOT",XALAPA,AMPAC,
10837842,PEPPER,pepper_croptype_hot,5B,5570b551-5168-44a7-89bf-c927868d1b3f,"HYB PEPPER, HOT",STARTER,EMEA,
11172495,PEPPER,,5B,505136eb-84a0-44e7-83d5-f5df6212707f,"HYB PEPPER, HOT",FIREFLAME,EMEA,
10826205,PEPPER,pepper_croptype_hot,5B,,"HYB PEPPER, HOT",MESILLA,AMPAC,
12278094,PEPPER,pepper_croptype_hot,5B,a3fed0ee-7209-41c2-be6d-66ee88116c39,"HYB PEPPER, HOT",SV4543HF,AMPAC,
11172495,PEPPER,,5B,,"HYB PEPPER, HOT",FIREFLAME F1,ASIA,
10820427,PEPPER,,5B,,"HYB PEPPER, HOT",TEJAL,ASIA,
11531269,PEPPER,pepper_croptype_hot,5B,,"HYB PEPPER, HOT",XALAPA,EMEA,
11531267,PEPPER,pepper_croptype_hot,5B,,"HYB PEPPER, HOT",PX-11459057,AMPAC,
11695531,PEPPER,pepper_croptype_hot,5B,06fcd220-6ace-48cf-8adc-40e27c59b1f9,"HYB PEPPER, HOT",SV3198HJ,AMPAC,
11658058,PEPPER,pepper_croptype_rootstock,5B,f6e00aec-ebc6-4718-8621-d4f1f6caee10,"HYB PEPPER, RTSTCK",CAPSIFORT,AMPAC,
11658058,PEPPER,pepper_croptype_rootstock,5B,,"HYB PEPPER, RTSTCK",CAPSIFORT,EMEA,
12178740,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",SV8093PP,EMEA,
12112095,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",SV1634PH,AMPAC,
10771213,PEPPER,pepper_croptype_sweet,5B,905e086a-c4dd-4978-8e18-b12e1ada310c,"HYB PEPPER, SWEET",MATIZ,EMEA,
10784102,PEPPER,pepper_croptype_sweet,5B,2d56bc57-1f80-4196-b732-d8e769af20a5,"HYB PEPPER, SWEET",ARISTOTLE X3R,AMPAC,
10784450,PEPPER,pepper_croptype_sweet,5B,170c8c29-f67d-4951-b183-5bc447a4eb2f,"HYB PEPPER, SWEET",GYPSY,AMPAC,
11448525,PEPPER,pepper_croptype_sweet,5B,755b8756-da74-4b12-aa02-c6840a26be95,"HYB PEPPER, SWEET",FLECHE,EMEA,
12328072,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",SARDINERO,EMEA,
11638987,PEPPER,pepper_croptype_sweet,5B,c841f90d-60c3-4157-ab66-c03099dee000,"HYB PEPPER, SWEET",DSP 7054,EMEA,
12276562,PEPPER,,5B,ad4bc3de-5aac-40a3-b054-d2e317463d8a,"HYB PEPPER, SWEET",KITRINO,AMPAC,
11680894,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",SV1865PB,ASIA,
12344157,PEPPER,pepper_croptype_sweet,5B,fa0f95f5-dced-4982-ba1c-b4577e2bc7b3,"HYB PEPPER, SWEET",SVPB8415,ASIA,
10784102,PEPPER,pepper_croptype_sweet,5B,56d889c5-95e5-46be-a1c9-a2e34cfbf316,"HYB PEPPER, SWEET",ARISTOTLE X3R,EMEA,
11239513,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",PX 09983255,ASIA,
11707184,PEPPER,,5B,108aa5d9-c381-4685-8266-763dbc95a515,"HYB PEPPER, SWEET",PRITANNIA,EMEA,
11147890,PEPPER,pepper_croptype_sweet,5B,26c938db-c1d9-4fce-b3b9-66b92863ed90,"HYB PEPPER, SWEET",KAPTUR,EMEA,
20016854,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",AUTRY,EMEA,
11067206,PEPPER,pepper_croptype_sweet,5B,18107b83-6dac-4eba-a227-fb0956bbb33d,"HYB PEPPER, SWEET",PS 16351609,EMEA,
10757707,PEPPER,pepper_croptype_sweet,5B,8a5d0b25-dd77-4526-9405-ef11959f645a,"HYB PEPPER, SWEET",ACERO,AMPAC,
10784102,PEPPER,pepper_croptype_sweet,5B,75371cac-db49-4e7d-8b78-8dd85964244b,"HYB PEPPER, SWEET",ARISTOTLE X3R,ASIA,
11230002,PEPPER,pepper_croptype_sweet,5B,a390720c-408d-4c3c-9933-5fb9ce1dcc00,"HYB PEPPER, SWEET",SV6947PB,ASIA,
11680940,PEPPER,pepper_croptype_sweet,5B,9ca69309-3017-4fca-b45f-7fba77061a6f,"HYB PEPPER, SWEET",QUIRON,EMEA,
12181480,PEPPER,pepper_croptype_sweet,5B,29368ba8-801b-474a-b1b6-c32427e95ea2,"HYB PEPPER, SWEET",DUNBAR,AMPAC,
10757707,PEPPER,pepper_croptype_sweet,5B,8812eab9-e8e6-4060-b79d-fe49989aabad,"HYB PEPPER, SWEET",WARLOCK,ASIA,
11863371,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",SV5581PH,EMEA,
10893634,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",PX-9928302,AMPAC,
11642448,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",VERBIER,EMEA,
11165112,PEPPER,pepper_croptype_sweet,5B,8a3919d1-5b02-4181-825c-ff256b29cb27,"HYB PEPPER, SWEET",COACH,AMPAC,
12610590,PEPPER,pepper_croptype_sweet,5B,371b4f2e-6a9e-44d6-b301-ffeddd0dc25c,"HYB PEPPER, SWEET",ALISON,AMPAC,
12186426,PEPPER,pepper_croptype_sweet,5B,9cb66a21-6e98-4298-a3d5-7d8d7ee05e09,"HYB PEPPER, SWEET",MOMENTUM,EMEA,
10838659,PEPPER,pepper_croptype_sweet,5B,99bdbf6e-640d-45c8-a499-ad615160d378,"HYB PEPPER, SWEET",BS 02828008,EMEA,
11067208,PEPPER,,5B,1d959d5e-bc2b-4239-bfcc-0d4b99e96720,"HYB PEPPER, SWEET",SV4215PH,AMPAC,
11696361,PEPPER,pepper_croptype_sweet,5B,59a985bd-558b-44c6-a8ec-3a370fc24ae1,"HYB PEPPER, SWEET",ANTEBELLUM,AMPAC,
11066482,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",PS 09979325,AMPAC,
11653029,PEPPER,,5B,,"HYB PEPPER, SWEET",SV1675PB,AMPAC,
12489494,PEPPER,pepper_croptype_sweet,5B,7d0a89d0-afd7-427a-bf42-71fe8b669e0f,"HYB PEPPER, SWEET",DELOR,ASIA,
12344157,PEPPER,pepper_croptype_sweet,5B,c498c99e-69db-4a0c-a926-355b2906ce23,"HYB PEPPER, SWEET",SVPB8415,AMPAC,
12387018,PEPPER,pepper_croptype_sweet,5B,a69936db-67a8-4808-a9aa-8ac04c29f30e,"HYB PEPPER, SWEET",TAMAYO,AMPAC,
11067212,PEPPER,,5B,1d6e4497-e278-4985-a10b-63ee0a518788,"HYB PEPPER, SWEET",LUTERO,AMPAC,
12159124,PEPPER,pepper_croptype_sweet,5B,05135631-5107-49ab-84b4-4f8c6090d72e,"HYB PEPPER, SWEET",MAXIMINUS,EMEA,
12389064,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",MARX,AMPAC,
11638987,PEPPER,pepper_croptype_sweet,5B,6173e046-dae6-48e6-88fd-b039380d8dd6,"HYB PEPPER, SWEET",DSP 7054,ASIA,
12473225,PEPPER,,5B,,"HYB PEPPER, SWEET",PFEIFFER,AMPAC,
11645164,PEPPER,pepper_croptype_sweet,5B,38d1028f-3aaf-49dc-97e4-fc8692c6c703,"HYB PEPPER, SWEET",ARIADNI,EMEA,
12447640,PEPPER,pepper_croptype_sweet,5B,4a8c3dc6-bcaa-40e8-bf52-59626cbb648b,"HYB PEPPER, SWEET",PIEDONE,EMEA,
10828347,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",BS 02827989,AMPAC,
11985620,PEPPER,pepper_croptype_sweet,5B,c300405e-9053-4bd4-a68c-2b2889b77639,"HYB PEPPER, SWEET",SV9699PB,ASIA,
11208413,PEPPER,pepper_croptype_sweet,5B,6630f3d3-1436-43c6-9eed-714af21ed6dc,"HYB PEPPER, SWEET",ORANGE BLAZE,AMPAC,
11638837,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",DRP 5548,EMEA,
10818283,PEPPER,pepper_croptype_sweet,5B,d03557a3-b96c-4995-8890-ed8edc2d3294,"HYB PEPPER, SWEET",BS 02827975,AMPAC,
11165112,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",COACH,EMEA,
11067240,PEPPER,pepper_croptype_sweet,5B,5b2a2e1e-235d-4734-b5c8-fa00bf9293e6,"HYB PEPPER, SWEET",HUNTINGTON,AMPAC,
11239513,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",PX 09983255,AMPAC,
11480389,PEPPER,pepper_croptype_sweet,5B,5ad8f050-88fd-4bc0-a301-bffe0ab12ff9,"HYB PEPPER, SWEET",SV3964PB,AMPAC,
11850039,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",SV1204PB,EMEA,
12473225,PEPPER,,5B,,"HYB PEPPER, SWEET",PFEIFFER,EMEA,
10794843,PEPPER,pepper_croptype_sweet,5B,df8e3519-39b9-4b4b-9a01-52c1d998754c,"HYB PEPPER, SWEET",PALOMA,AMPAC,
11638987,PEPPER,pepper_croptype_sweet,5B,6349f6f0-39f8-4e06-974e-36a07c97746d,"HYB PEPPER, SWEET",DSP 7054,AMPAC,
11480389,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",SV3964PB,ASIA,
12256039,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",TORMES,EMEA,
10818283,PEPPER,pepper_croptype_sweet,5B,d5ac2135-66b2-4d26-8f4e-e3d48c2fda0d,"HYB PEPPER, SWEET",BS 02827975,EMEA,
12159124,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",MAXIMINUS,ASIA,
11863371,PEPPER,pepper_croptype_sweet,5B,47032dec-a73e-4ab3-8c75-92015cb54f43,"HYB PEPPER, SWEET",SV5581PH,ASIA,
12389064,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",MARX,EMEA,
11185991,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",TALLANTE,ASIA,
12489494,PEPPER,pepper_croptype_sweet,5B,1edcbb47-dcc7-4986-bd4b-bdfa46bf64aa,"HYB PEPPER, SWEET",SVPH4397,EMEA,
11165086,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",MONTE,EMEA,
11179208,PEPPER,pepper_croptype_sweet,5B,20160918-75cf-40e0-ad48-f79da4953f91,"HYB PEPPER, SWEET",LORCA,AMPAC,
12159124,PEPPER,pepper_croptype_sweet,5B,50523eb8-caee-45cd-9a94-e37f045d0d84,"HYB PEPPER, SWEET",MAXIMINUS,AMPAC,
10784450,PEPPER,pepper_croptype_sweet,5B,cfd0c58a-0f2e-4a31-ab03-ce8c03512a72,"HYB PEPPER, SWEET",GYPSY,EMEA,
12610604,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",EVERLEY,EMEA,
10828347,PEPPER,pepper_croptype_sweet,5B,1c5b40c1-99b8-4abe-b92c-f355091adfac,"HYB PEPPER, SWEET",BS 02827989,EMEA,
12186432,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",TERRA MAR,AMPAC,
10838659,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",BS 02828008,AMPAC,
11209063,PEPPER,pepper_croptype_sweet,5B,61171770-92d8-49ee-9e91-15a97b70cf05,"HYB PEPPER, SWEET",SV3782PP,AMPAC,
11207362,PEPPER,pepper_croptype_sweet,5B,25686192-a0d8-4130-aed0-6cbec3dc0f2c,"HYB PEPPER, SWEET",SV5253PH,AMPAC,
12311584,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",ICAZA,AMPAC,
12694918,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",ARGAMAN,EMEA,
11179208,PEPPER,pepper_croptype_sweet,5B,5dc1e2ee-3a22-4f4b-9a23-c85201ecfb2e,"HYB PEPPER, SWEET",LORCA,EMEA,
20016854,PEPPER,pepper_croptype_sweet,5B,bfc91c51-7b2a-4128-8c61-7f78098c7c11,"HYB PEPPER, SWEET",AUTRY,AMPAC,
10789799,PEPPER,pepper_croptype_sweet,5B,9b580bff-925b-4d74-a63a-344a849f202e,"HYB PEPPER, SWEET",TIBERIUS,AMPAC,
20016854,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",AUTRY,ASIA,
11185991,PEPPER,pepper_croptype_sweet,5B,,"HYB PEPPER, SWEET",TALLANTE,EMEA,
12181478,PEPPER,,5B,83307312-a4ef-4512-8269-23aeef9eb815,"HYB PEPPER, SWEET",ELDRIDGE,AMPAC,
11882593,PEPPER,pepper_croptype_sweet,5B,0c5143d4-cc6b-478d-866b-217d3b8d65f7,"HYB PEPPER, SWEET",SV9908PB,AMPAC,
12149838,PEPPER,pepper_croptype_sweet,5B,91591c4a-16c9-4cac-b1a5-0f97b92af53a,"HYB PEPPER, SWEET",SV7425PB,EMEA,
12540830,SPINACH,,5B,60fc8a6b-ee38-4dd2-8a47-d67906cc4365,HYB SPINACH,MAGNETIC,EMEA,
11477370,SPINACH,,5B,790791f7-54da-405a-b472-854db264bfe3,HYB SPINACH,SV3580VC,EMEA,
12540808,SPINACH,,5B,,HYB SPINACH,MELVILLE,EMEA,
30109756,SPINACH,,5B,81e0ec2b-993a-4a31-a802-b7a936c3a41a,HYB SPINACH,SVVA7468,ASIA,
10907707,SPINACH,,5B,9a7967c5-a1a9-4ad8-a862-24910a0cc191,HYB SPINACH,TORNADO,EMEA,
10763343,SPINACH,,5B,e5943d3f-6889-4a69-b9a1-16c5c196be2d,HYB SPINACH,COMOROS,EMEA,
12540830,SPINACH,,5B,a457e787-4723-4321-8e0c-04f55b97a63b,HYB SPINACH,MAGNETIC,ASIA,
11990221,SPINACH,,5B,ed03ef18-db95-4a51-b35f-01a827920ee0,HYB SPINACH,SV6203VB,EMEA,
10777222,SPINACH,,5B,,HYB SPINACH,ALLOUETTE,EMEA,
11777704,SPINACH,,5B,,HYB SPINACH,SV3749VA,EMEA,
12516758,SPINACH,,5B,52ab56a6-0cb6-49d6-9d75-5207ec064378,HYB SPINACH,SVVC5663,EMEA,
10769998,SPINACH,,5B,,HYB SPINACH,COOK,EMEA,
12338834,SPINACH,,5B,1f07eae7-e35e-4021-ba5e-97babeb0ca3d,HYB SPINACH,SVVB3719,ASIA,
10897803,SPINACH,,5B,,HYB SPINACH,SEYCHELLES,EMEA,
11477164,SPINACH,,5B,f0649710-4491-4c6a-b0d3-619b4e7fcaac,HYB SPINACH,SV2146VB,EMEA,
10762592,SPINACH,,5B,,HYB SPINACH,NIGHTHAWK,EMEA,
11477034,SPINACH,,5B,38bd9d49-b4ec-40cf-af0f-37afbce8a4fe,HYB SPINACH,SV2157VB,EMEA,
12540808,SPINACH,,5B,,HYB SPINACH,MELVILLE,ASIA,
11477370,SPINACH,,5B,a3ad6011-177d-41fb-acfe-92e50aaa7561,HYB SPINACH,SV3580VC,ASIA,
11477034,SPINACH,,5B,dd905cdc-35de-49ef-8dc8-92c932b73417,HYB SPINACH,SV2157VB,ASIA,
11477034,SPINACH,,5B,924d22d3-00b0-4338-91b0-2a42bae23dc2,HYB SPINACH,SV2157VB,AMPAC,
12730860,SPINACH,,5B,848cc5f5-2a9b-41ef-bd48-bd29c339ef5c,HYB SPINACH,SVVC5810,EMEA,
11477370,SPINACH,,5B,a1e8f909-e390-4d0c-b31a-c593a0800048,HYB SPINACH,SV3580VC,AMPAC,
12830569,SPINACH,,5B,,HYB SPINACH,BORNEO,EMEA,B
12961451,SPINACH,,5B,8d462009-15e5-4ba4-8041-f7e38a5f2c37,HYB SPINACH,SVVC5841,EMEA,
11477164,SPINACH,,5B,db77dbff-afc8-4588-87ff-45241433243e,HYB SPINACH,SV2146VB,ASIA,
12730860,SPINACH,,5B,,HYB SPINACH,UPOLU,ASIA,
11477164,SPINACH,,5B,5bd61f81-9997-4cef-a886-feb44678da72,HYB SPINACH,SV2146VB,AMPAC,
10770629,SQUASH,,5B,9ed7ab78-cd9f-4cf2-a1a4-ac1c5a14498d,HYB SQUASH,LAMITA,EMEA,
10832353,SQUASH,,5B,e21a909d-dac9-4f3f-9e52-b3f2efdbe340,HYB SQUASH,SUNNY DELIGHT,EMEA,
10830159,SQUASH,,5B,0304ea23-3254-41c5-b77f-e7ee17766b06,HYB SQUASH,PROGREEN,AMPAC,
10824083,SQUASH,,5B,,HYB SQUASH,PRIZEWINNER HYBRID,AMPAC,
10839413,SQUASH,,5B,17591eaa-6b6c-48e4-a275-98110548f98f,HYB SQUASH,ESKANDARANI F1,EMEA,
10761873,SQUASH,,5B,841eb84b-8913-47e7-b237-520386a94bc0,HYB SQUASH,TAYBELLE PM,AMPAC,
10788611,SQUASH,,5B,,HYB SQUASH,DIXIE,AMPAC,
10832353,SQUASH,,5B,33b76cb5-06ef-41f7-b224-d31b94d75d0f,HYB SQUASH,SUNNY DELIGHT,AMPAC,
10777608,SQUASH,,5B,945a55a0-a050-4511-b34d-1f79caa2bb88,HYB SQUASH,PRESIDENT,EMEA,
10770734,SQUASH,,5B,69328303-c313-4644-8b86-7c97980fabf6,HYB SQUASH,ARAUCO,AMPAC,
11989142,SQUASH,,5B,87b2aa1e-48fc-4361-a999-be4672e55850,HYB SQUASH,SV2987YL,EMEA,
10757625,SQUASH,,5B,,HYB SQUASH,ROMOLO,EMEA,C
11207230,SQUASH,,5B,,HYB SQUASH,TAYLOR,EMEA,C
10759949,SQUASH,,5B,00f7cae9-bed5-4f58-8774-5076055eefda,HYB SQUASH,PAINTBALL,EMEA,
10825318,SQUASH,,5B,251b1dca-b389-4bc4-b746-13232f49c56e,HYB SQUASH,SENATOR,EMEA,
