mtrl_nbr,matrl_typ,prod_hierarchy,fmly_nm,mtrl_grp,specie_nm,fmly_cd,mat_pric_grp,prod_typ_cd,covar_id,variety_nm,variety_cd,scnd_nm,variety_abbrv_cd,rprdctn_typ_nm,gnrtn_cd,basic_mtrl_nbr,basic_mtrl_dsc,semi_100_mtrl_nbr,semi_100_mtrl_dsc,pricing_ref_mtrl_nbr,phase_cd,base_uom_cd,brand_nm,pkg_uom_nm,pkg_uom_desc,pkg_dsc,pkg_typ_dsc,pkg_typ_nm,pkg_siz_nm,trtmnt_cd,trtmnt_dsc,trtmnt_long_dsc,carrier_dsc,seed_enhcmnt_cd,seed_enhcmnt_dsc,mod_dsc,seed_size_dsc,min_wgt_to_size_ratio,nbr_of_sizes_cnt,pllntr_nm,pllntr_abbrv,sllng_env_nm,sllng_env_desc,crop_cd,dffclt_to_prdc_cd,labeling_dsc,pre_prntd_pkg_dsc,matur_index_nbr,brdr_cd,short_mtrl_dsc,chng_dt,blndr_mtrl_dsc,sub_mrkt_nm,sub_sub_mrkt_nm,supply_chain_ownr_nm,pre_cmrcl_nm,shelf_life_days_cnt,royalty_cd,prev_nm_1,prev_nm_2,prev_nm_3,prev_nm_4,prev_nm_5,gross_mrgn_pct,old_mtr_nbr,criticality_nbr,mtrl_pricing_grp_dsc,prod_typ_dsc,gnrtn_nm,basic_tsw,semi_tsw,veg_male_prntl_mtrl_nbr,male_prntl_basic_mtrl_nbr,male_variety_nm,veg_female_prntl_mtrl_nbr,female_prntl_basic_mtrl_nbr,female_variety_nm,carrier_cd,aa_mtrl_cd,brnd_nm_desc,del_ind,futr_mtrl_ind,own_rgn_nm,prod_precmrcl_nm,df_mtrl_ind,scndry_vrty_nm,prod_fmly_cd,prod_fmly_nm,prod_grp_cd,mtrl_grp_desc,owning_segment,refresh_datetime
000000000010773440,HALB,Y2184HSJOPFBTR0600,CUCURBITS,H184,GOURD,Y2,SJ,BTR,40073909,JHALARI,10566,,JHALARI,HYB,C,000000000010773440,VSJ.JHALARI.DRTY.100.000.000,000000000010764841,VSJ.JHALARI.SEMI.100.000.000,,5C,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,4,,,OPF,Open Field 1,128H, ,,,0.0,,VSJ.JHALARI.DRTY.100.000.000,2025-01-06, ,,,SML,RX-10411084,, ,RX 10411084,RS 10411084,JHALARI (RS 10411084),JHALARI,AMRUTA (RX 10492036),P2,,,HYB GOURD,Bitter,Commercial Seed,166.945,166.945,000000000011445969,10893749,BTR-104-0129,000000000011436998,10846502,BTR-104-0305,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y2,CUCURBITS,H184,GOURD,SML,2025-05-15 00:10:02.592369+00:00
000000000010783574,HALB,Y2184HSJOPFBTR0600,CUCURBITS,H184,GOURD,Y2,SJ,BTR,40073809,ABISHEK,10552,,ABISHEK,HYB,C,000000000010783574,VSJ.ABISHEK.DRTY.100.000.000,000000000010807097,VSJ.ABISHEK.SEMI.100.000.000,,5C,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,4,,,OPF,Open Field 1,128H, ,,,0.0,,VSJ.ABISHEK.DRTY.100.000.000,2025-01-06, ,,,SML,RX-10411200,, ,RX 10411200,ABISHEK (RX 10411200),ABISHEK,,,P2,,,HYB GOURD,Bitter,Commercial Seed,155.521,155.521,000000000011432327,10894780,BTR-104-0096,000000000011436998,10846502,BTR-104-0305,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y2,CUCURBITS,H184,GOURD,SML,2025-05-15 00:10:02.592369+00:00
000000000010798361,HALB,Y2184HSJOPFBTR0600,CUCURBITS,H184,GOURD,Y2,SJ,BTR,40073609,SHBG 48,162134,,SHBG 48,HYB,C,000000000010798361,VSJ.SHBG 48.DRTY.100.000.000,000000000010779471,VSJ.SHBG 48.SEMI.100.000.000,,5C,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,4,,,OPF,Open Field 1,128H, ,,,0.0,,VSJ.SHBG 48.DRTY.100.000.000,2025-01-06, ,,,SML,RX-10421048,, ,,RS 10421048,,,,P2,,,HYB GOURD,Bitter,Commercial Seed,187.266,187.266,000000000011432789,10871301,BTR-104-0291,000000000011428151,10895303,BTR-104-0201,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y2,CUCURBITS,H184,GOURD,SML,2025-05-15 00:10:02.592369+00:00
000000000010905071,HALB,Y2184OR3GRHRSG1700,CUCURBITS,H184,GOURD,Y2,R3,RSG,Z000815,FR COUPLE,99000828,,FR COUPLE,OP,C,000000000010905071,VR3.FR COUPLE.DRTY.100.000.000,000000000010773617,VR3.FR COUPLE.SEMI.100.000.000,,5C,KCS,17,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,4,,,GRH,Netted & Plastic House,0R3S, ,,,0.0,,VR3.FR COUPLE.DRTY.100.000.000,2025-01-06, ,,,OPN,,, ,,FR COUPLE,,,,P2,,,"OP GOURD, RTSTCK",Rootstock Gourd,Commercial Seed,138.122,138.122,,,,000000000011436403,10893975,RST-142-2004-X-RST-142-2003,000,DRTY,D - DE RUITER,,,SA & SEA,,N-A,,Y2,CUCURBITS,H184,GOURD,OPN,2025-05-15 00:10:02.592369+00:00
000000000010764314,HALB,Y2186HSBGRHPSP0600,CUCURBITS,H186,CUCUMBER,Y2,SB,PSP,39461409,MERENGUE,7415,,MERENGUE,HYB,C,000000000010764314,VSB.MERENGUE.DRTY.100.000.000,000000000010790388,VSB.MERENGUE.SEMI.100.000.000,,5B,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,0,,,GRH,Netted & Plastic House,097H, ,,,0.0,,VSB.MERENGUE.DRTY.100.000.000,2025-01-06, ,,,PRC,RX-03301930,, ,RX 03301930,RS 03301930,FLORENTINE (RS 03303900),FLORENTINE,,P2,,,"HYB CUCUMBER, PARTH PK",Parth Spined,Commercial Seed,26.991,26.991,000000000011440517,10893239,GPP-33-1043-GY,000000000011434273,10907989,GPP-33-1032-GY,000,DRTY,S - SVS,,,EMEA,,N-A,,Y2,CUCURBITS,H186,CUCUMBER,PRC,2025-05-15 00:10:02.592369+00:00
000000000011297816,HALB,Y2186HSBGRHPSP0600,CUCURBITS,H186,CUCUMBER,Y2,SB,PSP,43616309,MONISIA,81086,,MONISIA,HYB,C,000000000011297816,VSB.MONISIA.DRTY.100.000.000,000000000011297817,VSB.MONISIA.SEMI.100.000.000,,5C,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,0,,,GRH,Netted & Plastic House,097H, ,,,0.0,,VSB.MONISIA.DRTY.100.000.000,2025-01-06, ,,,OPN,PSP-03306375,, ,PSP 03306375,,,,,P1,,,"HYB CUCUMBER, PARTH PK",Parth Spined,Commercial Seed,21.664,21.664,000000000011438737,11167911,GPP-33-1104-GY,000000000011433243,11167930,GSP-33-1103-GY,000,DRTY,S - SVS,,,EMEA,,N-A,,Y2,CUCURBITS,H186,CUCUMBER,PRC,2025-05-15 00:10:02.592369+00:00
000000000010757915,HALB,Y2186HSBGRHPSP0600,CUCURBITS,H186,CUCUMBER,Y2,SB,PSP,39471809,MANDY,7383,,MANDY,HYB,C,000000000010757915,VSB.MANDY.DRTY.100.000.000,000000000010757975,VSB.MANDY.SEMI.100.000.000,,5B,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,0,,,GRH,Netted & Plastic House,097H, ,,,0.0,,VSB.MANDY.DRTY.100.000.000,2025-01-06, ,,,PRC,RX-93246,, ,RX 93246 F1,MANDY,MANDY (RS 93246),RS 93246 F1,RSX 93246 F1,P2,,,"HYB CUCUMBER, PARTH PK",Parth Spined,Commercial Seed,22.686,22.686,000000000011444979,10875485,GPP-44-269-GY,000000000011436956,10871379,GPP-44-398-GY,000,DRTY,S - SVS,,,EMEA,,N-A,,Y2,CUCURBITS,H186,CUCUMBER,PRC,2025-05-15 00:10:02.592369+00:00
000000000010784040,HALB,Y2186HSBGRHPSP0600,CUCURBITS,H186,CUCUMBER,Y2,SB,PSP,39472709,MIRABELLE,7423,,MIRABELLE,HYB,C,000000000010784040,VSB.MIRABELLE.DRTY.100.000.000,000000000010811708,VSB.MIRABELLE.SEMI.100.000.000,,5B,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,0,,,GRH,Netted & Plastic House,097H, ,,,0.0,,VSB.MIRABELLE.DRTY.100.000.000,2025-01-06, ,,,PRC,RX-94266,, ,RX 94266,RS 94266,MIRABELLE (RS 94266),LIBERTY,,P1,,,"HYB CUCUMBER, PARTH PK",Parth Spined,Commercial Seed,22.482,22.482,000000000011440997,10843168,GSP-44-256-GY,000000000011436956,10871379,GPP-44-398-GY,000,DRTY,S - SVS,,,EMEA,,N-A,,Y2,CUCURBITS,H186,CUCUMBER,PRC,2025-05-15 00:10:02.592369+00:00
000000000011106364,HALB,Y2186HSBOPFPSM0500,CUCURBITS,H186,CUCUMBER,Y2,SB,PSM,39461909,CLAUDINE,6945,,CLAUDINE,HYB,C,000000000010818698,VSB.CLAUDINE.DRTY.100.000.000,000000000010813918,VSB.CLAUDINE.SEMI.100.000.000,,5X,KCS,05,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,3.0,4,,,OPF,Open Field 1,,,,,0.0,,DONOTUSE,2020-10-30,,,,N/A,,,,,,,,,,,,"HYB CUCUMBER, PARTH PK",Parth Smooth,Commercial Seed,27.405,27.405,000000000011435013,10908528,GSP-33-1071-GY,000000000011436845,10877483,GSP-33-1069-GY,000,DRTY,R - ROYAL SLUIS BRAND,X,,,,N-A,,Y2,CUCURBITS,H186,CUCUMBER,,2025-05-15 00:10:02.592369+00:00
000000000010782289,HALB,Y2186HSBOPFPSM0600,CUCURBITS,H186,CUCUMBER,Y2,SB,PSM,39462409,CORENTINE,29808,,CORENTINE,HYB,C,000000000010782289,VSB.CORENTINE.DRTY.100.000.000,000000000010816283,VSB.CORENTINE.SEMI.100.000.000,,5C,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,0,,,OPF,Open Field 1,097H, ,,,0.0,,VSB.CORENTINE.DRTY.100.000.000,2025-01-06, ,,,OPN,RX-03303734,, ,RX 03303734,RS 03303734,,,,P2,,,"HYB CUCUMBER, PARTH PK",Parth Smooth,Commercial Seed,28.885,28.885,000000000011435208,10869452,GSP-33-1089-GY,000000000011432108,10841529,GSP-33-1091-GY,000,DRTY,S - SVS,,,NAM,,N-A,,Y2,CUCURBITS,H186,CUCUMBER,OPN,2025-05-15 00:10:02.592369+00:00
000000000010803348,HALB,Y2186HSBOPFPSP0600,CUCURBITS,H186,CUCUMBER,Y2,SB,PSP,39441709,MARINDA,7395,,MARINDA,HYB,C,000000000010803348,VSB.MARINDA.DRTY.100.000.000,000000000010824159,VSB.MARINDA.SEMI.100.000.000,,5C,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,0,,,OPF,Open Field 1,097H, ,,,0.0,,VSB.MARINDA.DRTY.100.000.000,2025-01-06, ,,,OPN,MARINDA-F1-RS,, ,MARINDA F1 RS,,,,,P2,,,"HYB CUCUMBER, PARTH PK",Parth Spined,Commercial Seed,19.822,19.822,000000000011428380,10902207,GPP-44-289-HE,000000000011433846,10854621,GPP-44-288-GY,000,DRTY,S - SVS,,,EMEA,,N-A,,Y2,CUCURBITS,H186,CUCUMBER,OPN,2025-05-15 00:10:02.592369+00:00
000000000011167072,HALB,Y2186HSDGLSBAP1700,CUCURBITS,H186,CUCUMBER,Y2,SD,BAP,45181909,MIDIOS,39280,,MIDIOS,HYB,C,000000000011167072,VSD.MIDIOS.DRTY.100.000.000,000000000011167073,VSD.MIDIOS.SEMI.100.000.000,,5C,KCS,17,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,0,,,GLS,Heated Glasshouse,105H, ,,,0.0,,VSD.MIDIOS.DRTY.100.000.000,2025-01-06, ,,,PRC,DRB-0544,, ,,,,,,P2,,,"HYB CUCUMBER, PARTH SL",Beit Alpha Parth,Commercial Seed,29.274,29.274,000000000011632341,11628009,BAP-TA-VINNY-GY,000000000011634334,11643359,BAP-185-ERIK-GY,000,DRTY,D - DE RUITER,,,EMEA,,N-A,,Y2,CUCURBITS,H186,CUCUMBER,PRC,2025-05-15 00:10:02.592369+00:00
000000000011167120,HALB,Y2186HSDGLSBAP1700,CUCURBITS,H186,CUCUMBER,Y2,SD,BAP,45183609,PACTO,39298,,PACTO,HYB,C,000000000011167120,VSD.PACTO.DRTY.100.000.000,000000000011167121,VSD.PACTO.SEMI.100.000.000,,5B,KCS,17,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,0,,,GLS,Heated Glasshouse,105H, ,,,0.0,,VSD.PACTO.DRTY.100.000.000,2025-01-06, ,,,PRC,DRB-6075,, ,,,,,,P1,,,"HYB CUCUMBER, PARTH SL",Beit Alpha Parth,Commercial Seed,26.738,26.738,000000000011634334,11643359,BAP-185-ERIK-GY,000000000011630316,11627998,BAP-TA-MARSJA-GY,000,DRTY,D - DE RUITER,,,EMEA,,N-A,,Y2,CUCURBITS,H186,CUCUMBER,PRC,2025-05-15 00:10:02.592369+00:00
000000000011627519,HALB,Y2186HSDGLSBAP1700,CUCURBITS,H186,CUCUMBER,Y2,SD,BAP,45397509,UNISTARS,67316,,UNISTARS,HYB,C,000000000011627519,VSD.UNISTARS.DRTY.100.000.000,000000000011625774,VSD.UNISTARS.SEMI.100.000.000,,5B,KCS,17,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,0,,,GLS,Heated Glasshouse,105H, ,,,0.0,,VSD.UNISTARS.DRTY.100.000.000,2025-01-06, ,,,PRC,DRB-8912,, ,,,,,,P2,,,"HYB CUCUMBER, PARTH SL",Beit Alpha Parth,Commercial Seed,28.297,28.297,000000000011641822,11640162,BAP-TA-BALE-GY,000000000011643752,11628007,BAP-TA-SVEN-GY,000,DRTY,D - DE RUITER,,,SA & SEA,,N-A,,Y2,CUCURBITS,H186,CUCUMBER,PRC,2025-05-15 00:10:02.592369+00:00
000000000011167110,HALB,Y2186HSDGLSBAP1700,CUCURBITS,H186,CUCUMBER,Y2,SD,BAP,45181509,PRINTO,39276,,PRINTO,HYB,C,000000000011167110,VSD.PRINTO.DRTY.100.000.000,000000000011167111,VSD.PRINTO.SEMI.100.000.000,,5B,KCS,17,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,0,,,GLS,Heated Glasshouse,105H, ,,,0.0,,VSD.PRINTO.DRTY.100.000.000,2025-01-06, ,,,PRC,DRB-0019,, ,,,,,,P2,,,"HYB CUCUMBER, PARTH SL",Beit Alpha Parth,Commercial Seed,29.762,29.762,000000000011638079,11638917,BAP-TA-CARLA-GY,000000000011631331,11639192,BAP-TA-SHARDA-GY,000,DRTY,D - DE RUITER,,,EMEA,,N-A,,Y2,CUCURBITS,H186,CUCUMBER,PRC,2025-05-15 00:10:02.592369+00:00
000000000011176484,HALB,Y2186HSDGLSBAP1700,CUCURBITS,H186,CUCUMBER,Y2,SD,BAP,45184009,MINI STARS,39299,,MINI STARS,HYB,C,000000000011176484,VSD.MINI STARS.DRTY.100.000.000,000000000011176485,VSD.MINI STARS.SEMI.100.000.000,,5B,KCS,17,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,0,,,GLS,Heated Glasshouse,105H, ,,,0.0,,VSD.MINI STARS.DRTY.100.000.000,2025-01-06, ,,,PRC,DRB-7448,, ,,,,,,P2,,,"HYB CUCUMBER, PARTH SL",Beit Alpha Parth,Commercial Seed,28.361,28.361,000000000011643752,11628007,BAP-TA-SVEN-GY,000000000011632308,11630955,BAP-TA-SOFIA-GY,000,DRTY,D - DE RUITER,,,EMEA,,N-A,,Y2,CUCURBITS,H186,CUCUMBER,PRC,2025-05-15 00:10:02.592369+00:00
000000000011167066,HALB,Y2186HSDGLSEUR1700,CUCURBITS,H186,CUCUMBER,Y2,SD,EUR,45187209,ULRICA,39309,,ULRICA,HYB,C,000000000011167066,VSD.ULRICA.DRTY.100.000.000,000000000011167067,VSD.ULRICA.SEMI.100.000.000,,5C,KCS,17,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,0,,,GLS,Heated Glasshouse,071H, ,,,0.0,,VSD.ULRICA.DRTY.100.000.000,2025-01-06, ,,,PRC,DRL-1061,, ,,,,,,P2,,,"HYB CUCUMBER, PARTH SL",Long Dutch Parth,Commercial Seed,28.114,28.114,000000000011633340,11628070,EUR-200-TELE-GY,000000000011631354,11628056,EUR-200-BAK-GY,000,DRTY,D - DE RUITER,,,EMEA,,N-A,,Y2,CUCURBITS,H186,CUCUMBER,PRC,2025-05-15 00:10:02.592369+00:00
000000000011176470,HALB,Y2186HSDGLSEUR1700,CUCURBITS,H186,CUCUMBER,Y2,SD,EUR,44280809,CAMARO,34108,,CAMARO,HYB,C,000000000011176470,VSD.CAMARO.DRTY.100.000.000,000000000011176471,VSD.CAMARO.SEMI.100.000.000,,5C,KCS,17,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,0,,,GLS,Heated Glasshouse,071H, ,,,0.0,,VSD.CAMARO.DRTY.100.000.000,2025-01-06, ,,,PRC,CAMARO,, ,,,,,,P1,,,"HYB CUCUMBER, PARTH SL",Long Dutch Parth,Commercial Seed,33.411,33.411,000000000011630371,11632105,EUR-200-FOON-GY,000000000011633340,11628070,EUR-200-TELE-GY,000,DRTY,D - DE RUITER,,,NAM,,N-A,,Y2,CUCURBITS,H186,CUCUMBER,PRC,2025-05-15 00:10:02.592369+00:00
000000000011627642,HALB,Y2186HSDGLSEUR1700,CUCURBITS,H186,CUCUMBER,Y2,SD,EUR,45189209,DRL-9510,38006,,DRL-9510,HYB,C,000000000011627642,VSD.DRL-9510.DRTY.100.000.000,000000000011626290,VSD.DRL-9510.SEMI.100.000.000,,5C,KCS,17,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,0,,,GLS,Heated Glasshouse,071H, ,,,0.0,,VSD.DRL-9510.DRTY.100.000.000,2025-01-06, ,,,PRC,DRL-9510,, ,,,,,,P1,,,"HYB CUCUMBER, PARTH SL",Long Dutch Parth,Commercial Seed,31.368,31.368,000000000011635417,11628069,EUR-200-TEKST-GY,000000000011633344,11628065,EUR-200-NEWTON-GY,000,DRTY,D - DE RUITER,,,NAM,,N-A,,Y2,CUCURBITS,H186,CUCUMBER,PRC,2025-05-15 00:10:02.592369+00:00
000000000011627300,HALB,Y2186HSDGLSEUR1700,CUCURBITS,H186,CUCUMBER,Y2,SD,EUR,45188909,RAPIDES,39264,,RAPIDES,HYB,C,000000000011627300,VSD.RAPIDES.DRTY.100.000.000,000000000011626285,VSD.RAPIDES.SEMI.100.000.000,,5C,KCS,17,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,0,,,GLS,Heated Glasshouse,071H,,,,0.0,,VSD.RAPIDES.DRTY.100.000.000,2025-01-06,,,,PRC,DRL-9384,,,,,,,,P2,,,"HYB CUCUMBER, PARTH SL",Long Dutch Parth,Commercial Seed,27.174,27.174,000000000011630371,11632105,EUR-200-FOON-GY,000000000011637301,11628063,EUR-200-MEGA-GY,000,DRTY,D - DE RUITER,,,EMEA,,N-A,,Y2,CUCURBITS,H186,CUCUMBER,PRC,2025-05-15 00:10:02.592369+00:00
000000000011167068,HALB,Y2186HSDGLSEUR1700,CUCURBITS,H186,CUCUMBER,Y2,SD,EUR,45188709,DOMINICA,39271,,DOMINICA,HYB,C,000000000011167068,VSD.DOMINICA.DRTY.100.000.000,000000000011167069,VSD.DOMINICA.SEMI.100.000.000,,5C,KCS,17,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,0,,,GLS,Heated Glasshouse,071H, ,,,0.0,,VSD.DOMINICA.DRTY.100.000.000,2025-01-06, ,,,PRC,DRL-8234,, ,,,,,,P2,,,"HYB CUCUMBER, PARTH SL",Long Dutch Parth,Commercial Seed,31.827,31.827,000000000011633382,11638977,EUR-200-KAAS-GY,000000000011639444,11628067,EUR-200-PINDA-GY,000,DRTY,D - DE RUITER,,,EMEA,,N-A,,Y2,CUCURBITS,H186,CUCUMBER,PRC,2025-05-15 00:10:02.592369+00:00
000000000010820933,HALB,Y2186HSDGLSEUR1700,CUCURBITS,H186,CUCUMBER,Y2,SD,EUR,39438309,FITNESS,7174,,FITNESS,HYB,C,000000000010820933,VSD.FITNESS.DRTY.100.000.000,000000000010900208,VSD.FITNESS.SEMI.100.000.000,,5C,KCS,17,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,3.0,0,,,GLS,Heated Glasshouse,071H, ,,,0.0,,VSD.FITNESS.DRTY.100.000.000,2025-01-06, ,,,PRC,FITNESS,, ,,,,,,P2,,,"HYB CUCUMBER, PARTH SL",Long Dutch Parth,Commercial Seed,33.356,33.356,000000000011633269,11635130,EUR-33-EK78-GY,000000000011436689,10838999,EUR-33-EK77-GY,000,DRTY,D - DE RUITER,,,EMEA,,N-A,,Y2,CUCURBITS,H186,CUCUMBER,PRC,2025-05-15 00:10:02.592369+00:00
000000000010787642,HALB,Y2186HSDGLSEUR1700,CUCURBITS,H186,CUCUMBER,Y2,SD,EUR,39464209,LOUSTIK,7367,,LOUSTIK,HYB,C,000000000010787642,VSD.LOUSTIK.DRTY.100.000.000,000000000010773334,VSD.LOUSTIK.SEMI.100.000.000,,5C,KCS,17,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,0,,,GLS,Heated Glasshouse,071H, ,,,0.0,,VSD.LOUSTIK.DRTY.100.000.000,2025-01-07, ,,,PRC,RX-03639968,, ,RX 03639968,LOUSTIK,LOUSTIK (BS 03639968),LOUSTIK (RS 03639968),LOUSTIK(BS 03639968),P1,,,"HYB CUCUMBER, PARTH SL",Long Dutch Parth,Commercial Seed,29.206,29.206,000000000011430700,10908935,EUR-36-1080-GY,000000000011437137,10844286,EUR-32-560,000,DRTY,D - DE RUITER,,,EMEA,,N-A,,Y2,CUCURBITS,H186,CUCUMBER,PRC,2025-05-15 00:10:02.592369+00:00
000000000011176488,HALB,Y2186HSDGLSEUR1700,CUCURBITS,H186,CUCUMBER,Y2,SD,EUR,45187309,SHAKIRA,39310,,SHAKIRA,HYB,C,000000000011176488,VSD.SHAKIRA.DRTY.100.000.000,000000000011176489,VSD.SHAKIRA.SEMI.100.000.000,,5C,KCS,17,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,0,,,GLS,Heated Glasshouse,071H, ,,,0.0,,VSD.SHAKIRA.DRTY.100.000.000,2025-01-06, ,,,PRC,DRL-1132,, ,,,,,,P2,,,"HYB CUCUMBER, PARTH SL",Long Dutch Parth,Commercial Seed,24.826,24.826,000000000011631392,11628068,EUR-200-STEL-GY,000000000011642602,11628057,EUR-200-BANC-GY,000,DRTY,D - DE RUITER,,,EMEA,,N-A,,Y2,CUCURBITS,H186,CUCUMBER,PRC,2025-05-15 00:10:02.592369+00:00
000000000011167136,HALB,Y2186HSDGRHBAP0600,CUCURBITS,H186,CUCUMBER,Y2,SD,BAP,45182809,SAXES,39290,,SAXES,HYB,C,000000000011167136,VSD.SAXES.DRTY.100.000.000,000000000011167137,VSD.SAXES.SEMI.100.000.000,,5C,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,0,,,GRH,Netted & Plastic House,105H, ,,,0.0,,VSD.SAXES.DRTY.100.000.000,2025-01-06, ,,,PRC,DRB-4200,, ,,,,,,P2,,,"HYB CUCUMBER, PARTH SL",Beit Alpha Parth,Commercial Seed,32.425,32.425,000000000011639515,11628001,BAP-TA-REMCO-GY,000000000011635338,11627999,BAP-TA-NEEL-GY,000,DRTY,S - SVS,,,EMEA,,N-A,,Y2,CUCURBITS,H186,CUCUMBER,OPN,2025-05-15 00:10:02.592369+00:00
000000000010799246,HALB,Y2186HSDGRHBAP0600,CUCURBITS,H186,CUCUMBER,Y2,SD,BAP,39464709,BABY MINI,6107,,BABY MINI,HYB,C,000000000010799246,VSD.BABY MINI.DRTY.100.000.000,000000000010823041,VSD.BABY MINI.SEMI.100.000.000,,5C,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,0,,,GRH,Netted & Plastic House,105H, ,,,0.0,,VSD.BABY MINI.DRTY.100.000.000,2025-01-06, ,,,PRC,RX-03649011,, ,RX 03649011,RS 03649011,BABY MINI (RS 03649011),,,P1,,,"HYB CUCUMBER, PARTH SL",Beit Alpha Parth,Commercial Seed,26.274,26.274,000000000011444454,10843066,BAP-36-1136-GY,000000000011445238,10873224,BAP-36-1120-GY,000,DRTY,S - SVS,,,EMEA,,N-A,,Y2,CUCURBITS,H186,CUCUMBER,OPN,2025-05-15 00:10:02.592369+00:00
000000000010792105,HALB,Y2186HSDGRHBAP0600,CUCURBITS,H186,CUCUMBER,Y2,SD,BAP,39467209,SAED,10029,,SAED,HYB,C,000000000010792105,VSD.SAED.DRTY.100.000.000,000000000010761762,VSD.SAED.SEMI.100.000.000,,5C,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,0,,,GRH,Netted & Plastic House,105H, ,,,0.0,,VSD.SAED.DRTY.100.000.000,2025-01-06, ,,,PRC,RX-24189,, ,RX 24189,RS 24189,SAED (RS 24189),,,P1,,,"HYB CUCUMBER, PARTH SL",Beit Alpha Parth,Commercial Seed,24.913,24.913,000000000011437094,10874275,BAP-36-322-HE,000000000011428143,10895696,BAP-36-536-GY,000,DRTY,S - SVS,,,EMEA,,N-A,,Y2,CUCURBITS,H186,CUCUMBER,OPN,2025-05-15 00:10:02.592369+00:00
