mtrl_nbr,matrl_typ,prod_hierarchy,fmly_nm,mtrl_grp,specie_nm,fmly_cd,mat_pric_grp,prod_typ_cd,covar_id,variety_nm,variety_cd,scnd_nm,variety_abbrv_cd,rprdctn_typ_nm,gnrtn_cd,basic_mtrl_nbr,basic_mtrl_dsc,semi_100_mtrl_nbr,semi_100_mtrl_dsc,pricing_ref_mtrl_nbr,phase_cd,base_uom_cd,brand_nm,pkg_uom_nm,pkg_uom_desc,pkg_dsc,pkg_typ_dsc,pkg_typ_nm,pkg_siz_nm,trtmnt_cd,trtmnt_dsc,trtmnt_long_dsc,carrier_dsc,seed_enhcmnt_cd,seed_enhcmnt_dsc,mod_dsc,seed_size_dsc,min_wgt_to_size_ratio,nbr_of_sizes_cnt,pllntr_nm,pllntr_abbrv,sllng_env_nm,sllng_env_desc,crop_cd,dffclt_to_prdc_cd,labeling_dsc,pre_prntd_pkg_dsc,matur_index_nbr,brdr_cd,short_mtrl_dsc,chng_dt,blndr_mtrl_dsc,sub_mrkt_nm,sub_sub_mrkt_nm,supply_chain_ownr_nm,pre_cmrcl_nm,shelf_life_days_cnt,royalty_cd,prev_nm_1,prev_nm_2,prev_nm_3,prev_nm_4,prev_nm_5,gross_mrgn_pct,old_mtr_nbr,criticality_nbr,mtrl_pricing_grp_dsc,prod_typ_dsc,gnrtn_nm,basic_tsw,semi_tsw,veg_male_prntl_mtrl_nbr,male_prntl_basic_mtrl_nbr,male_variety_nm,veg_female_prntl_mtrl_nbr,female_prntl_basic_mtrl_nbr,female_variety_nm,carrier_cd,aa_mtrl_cd,brnd_nm_desc,del_ind,futr_mtrl_ind,own_rgn_nm,prod_precmrcl_nm,df_mtrl_ind,scndry_vrty_nm,prod_fmly_cd,prod_fmly_nm,prod_grp_cd,mtrl_grp_desc,owning_segment,refresh_datetime
000000000011199075,HALB,Y1124HS1OPFBRO0600,BRASSICA,H124,BROCCOLI,Y1,S1,BRO,43910909,BC1611,77787,,BC1611,HYB,C,000000000011199075,VS1.BC1611.DRTY.100.000.000,000000000011199076,VS1.BC1611.SEMI.100.000.000,,5B,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,6,,,OPF,Open Field 1,063H, ,,,0.0,,VS1.BC1611.DRTY.100.000.000,2025-02-12, ,,,OPN,RS-05151611,, ,RX 05151611,RS 05151611,,,,P1,,,HYB BROCCOLI,Broccoli,Commercial Seed,6.945,6.945,000000000011442160,10855870,BRE-51-1160SC,000000000011439148,10895354,BRE-51-22-SI,000,DRTY,S - SVS,,,NAM,,N-A,,Y1,BRASSICA,H124,BROCCOLI,OPN,2025-05-15 00:10:02.592369+00:00
000000000010916060,HALB,Y1124HS1OPFBRO0600,BRASSICA,H124,BROCCOLI,Y1,S1,BRO,40762109,LIEUTENANT,62215,,LIEUTENANT,HYB,C,000000000010916060,VS1.LIEUTENANT.DRTY.100.000.000,000000000010916061,VS1.LIEUTENANT.SEMI.100.000.000,,5C,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,6,,,OPF,Open Field 1,063H, ,,,0.0,,VS1.LIEUTENANT.DRTY.100.000.000,2025-01-06, ,,,OPN,PX-05151597,,X,PX 05151597,LIEUTENANT,,,,P1,,,HYB BROCCOLI,Broccoli,Commercial Seed,4.646,4.646,000000000011431343,10843725,BRM-51-1152SC,000000000011428252,10910269,BRL-51-1137CMS,000,DRTY,S - SVS,,,NAM,,N-A,,Y1,BRASSICA,H124,BROCCOLI,OPN,2025-05-15 00:10:02.592369+00:00
000000000010833041,HALB,Y1124HS1OPFBRO0600,BRASSICA,H124,BROCCOLI,Y1,S1,BRO,40762709,LEGACY,4043,,LEGACY,HYB,C,000000000010833041,VS1.LEGACY.DRTY.100.000.000,000000000010817124,VS1.LEGACY.SEMI.100.000.000,,5B,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,7,,,OPF,Open Field 1,063H, ,,,0.0,,VS1.LEGACY.DRTY.100.000.000,2025-02-14, ,,,OPN,LEGACY,, ,XPH 5914,,,,,P1,,,HYB BROCCOLI,Broccoli,Commercial Seed,4.323,4.323,000000000011444806,10890772,BRM 55-9 SI,000000000011428375,10759984,BRL-55-17-SI,000,DRTY,S - SVS,,,SAM,,N-A,,Y1,BRASSICA,H124,BROCCOLI,OPN,2025-05-15 00:10:02.592369+00:00
000000000011061973,HALB,Y1124HS1OPFBRO0600,BRASSICA,H124,BROCCOLI,Y1,S1,BRO,43909909,BC1691,36155,,BC1691,HYB,C,000000000011061973,VS1.BC1691.DRTY.100.000.000,000000000011061974,VS1.BC1691.SEMI.100.000.000,,5B,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,7,,,OPF,Open Field 1,063H, ,,,0.0,,VS1.BC1691.DRTY.100.000.000,2025-01-06, ,,,OPN,PS-05161691,,X,PX 05161691,PS 05161691,,,,P1,,,HYB BROCCOLI,Broccoli,Commercial Seed,5.441,5.441,000000000011431343,10843725,BRM-51-1152SC,000000000011436730,10853072,BRL-51-1059CMS,000,DRTY,S - SVS,,,SAM,,N-A,,Y1,BRASSICA,H124,BROCCOLI,OPN,2025-05-15 00:10:02.592369+00:00
000000000010768222,HALB,Y1124HS1OPFBRO0600,BRASSICA,H124,BROCCOLI,Y1,S1,BRO,40760809,CASTLE DOME,4009,,CASTLE DOME,HYB,C,000000000010768222,VS1.CASTLE DOME.DRTY.100.000.000,000000000010808529,VS1.CASTLE DOME.SEMI.100.000.000,,5B,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,6,,,OPF,Open Field 1,063H, ,,,0.0,,VS1.CASTLE DOME.DRTY.100.000.000,2025-01-06, ,,,OPN,PX-05131536,,X,PX 05131536,PS 05131536,CASTLE DOME (PS 05131536),,,P1,,,HYB BROCCOLI,Broccoli,Commercial Seed,6.435,6.435,000000000011436916,10842677,BRE-51-1134-SC,000000000011432199,10910328,BRE-51-1125CMS,000,DRTY,S - SVS,,,NAM,,N-A,,Y1,BRASSICA,H124,BROCCOLI,OPN,2025-05-15 00:10:02.592369+00:00
000000000010761100,HALB,Y1124HS1OPFBRO0600,BRASSICA,H124,BROCCOLI,Y1,S1,BRO,40764409,HERITAGE,4033,,HERITAGE,HYB,C,000000000010761100,VS1.HERITAGE.DRTY.100.000.000,000000000010820252,VS1.HERITAGE.SEMI.100.000.000,,5B,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,6,,,OPF,Open Field 1,063H, ,,,0.0,,VS1.HERITAGE.DRTY.100.000.000,2025-01-06, ,,,OPN,PX-255295,,X,PX 255295,PS 255295,HERITAGE(PS 255295),HERITAGE,,P1,,,HYB BROCCOLI,Broccoli,Commercial Seed,5.075,5.075,000000000011434154,10843870,BRL-51-99-SC,000000000011443771,10844377,BRM-51-23CMS,000,DRTY,S - SVS,,,NAM,,N-A,,Y1,BRASSICA,H124,BROCCOLI,OPN,2025-05-15 00:10:02.592369+00:00
000000000010780268,HALB,Y1124HS1OPFBRO0600,BRASSICA,H124,BROCCOLI,Y1,S1,BRO,43910809,SIBSEY,29819,,SIBSEY,HYB,C,000000000010780268,VS1.SIBSEY.DRTY.100.000.000,000000000010834454,VS1.SIBSEY.SEMI.100.000.000,,5C,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,5,,,OPF,Open Field 1,063H, ,,,0.0,,VS1.SIBSEY.DRTY.100.000.000,2025-01-06, ,,,OPN,RX-05950001,,X,RX 05950001,RS 05950001,,,,P2,,,HYB BROCCOLI,Broccoli,Commercial Seed,4.993,4.993,000000000011445998,10895544,BRE-53-3913SI,000000000011440459,10893257,BRE-53-3912-CMS,000,DRTY,S - SVS,,,EMEA,,N-A,,Y1,BRASSICA,H124,BROCCOLI,OPN,2025-05-15 00:10:02.592369+00:00
000000000011184124,HALB,Y1124HS1OPFBRO0600,BRASSICA,H124,BROCCOLI,Y1,S1,BRO,43632709,BC1764,812,,BC1764,HYB,C,000000000011184124,VS1.BC1764.DRTY.100.000.000,000000000011184125,VS1.BC1764.SEMI.100.000.000,,5B,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,6,,,OPF,Open Field 1,063H, ,,,0.0,,VS1.BC1764.DRTY.100.000.000,2025-01-06, ,,,OPN,PS-05171764,,X,PX 05171764,PS 05171764,,,,P1,,,HYB BROCCOLI,Broccoli,Commercial Seed,6.58,6.58,000000000011431343,10843725,BRM-51-1152SC,000000000011432199,10910328,BRE-51-1125CMS,000,DRTY,S - SVS,,,NAM,,N-A,,Y1,BRASSICA,H124,BROCCOLI,OPN,2025-05-15 00:10:02.592369+00:00
000000000010840768,HALB,Y1124HS1OPFBRO0600,BRASSICA,H124,BROCCOLI,Y1,S1,BRO,43909509,CHEVALIER,29815,,CHEVALIER,HYB,C,000000000010840768,VS1.CHEVALIER.DRTY.100.000.000,000000000010758944,VS1.CHEVALIER.SEMI.100.000.000,,5C,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,6,,,OPF,Open Field 1,063H, ,,,0.0,,VS1.CHEVALIER.DRTY.100.000.000,2025-01-06, ,,,OPN,XP-12149,,X,CHEVALIER(XP 12149),,,,,P2,,,HYB BROCCOLI,Broccoli,Commercial Seed,3.651,3.651,000000000011444806,10890772,BRM 55-9 SI,000000000011444940,10855630,BRL-55-17CMS,000,DRTY,S - SVS,,,NAM,,N-A,,Y1,BRASSICA,H124,BROCCOLI,OPN,2025-05-15 00:10:02.592369+00:00
000000000011484438,HALB,Y1124HS1OPFBRO0600,BRASSICA,H124,BROCCOLI,Y1,S1,BRO,44386409,SV1822BL,88794,,SV1822BL,HYB,C,000000000011484438,VS1.SV1822BL.DRTY.100.000.000,000000000011484439,VS1.SV1822BL.SEMI.100.000.000,,5B,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,6,,,OPF,Open Field 1,063H, ,,,0.0,,VS1.SV1822BL.DRTY.100.000.000,2025-01-06, ,,,OPN,SVR-05181822,,X,SVR-05181822,,,,,P1,,,HYB BROCCOLI,Broccoli,Commercial Seed,3.651,3.651,000000000011433444,11305182,BRL-51-1264SC,000000000011442156,10895666,BRM-51-1093CMS,000,DRTY,S - SVS,,,NAM,,N-A,,Y1,BRASSICA,H124,BROCCOLI,OPN,2025-05-15 00:10:02.592369+00:00
000000000010836874,HALB,Y1124HS1OPFBRO0600,BRASSICA,H124,BROCCOLI,Y1,S1,BRO,40761809,FANTASTICO,4022,,FANTASTICO,HYB,C,000000000010836874,VS1.FANTASTICO.DRTY.100.000.000,000000000010818583,VS1.FANTASTICO.SEMI.100.000.000,,5B,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,0,,,OPF,Open Field 1,063H, ,,,0.0,,VS1.FANTASTICO.DRTY.100.000.000,2025-01-06, ,,,SML,PX-05111234,,X,PX 05111234,,,,,P1,,,HYB BROCCOLI,Broccoli,Commercial Seed,5.513,5.513,000000000011435569,10844483,BRM-51-1076-SC,000000000011436730,10853072,BRL-51-1059CMS,000,DRTY,S - SVS,,,NORTH ASIA,,N-A,,Y1,BRASSICA,H124,BROCCOLI,SML,2025-05-15 00:10:02.592369+00:00
000000000010890909,HALB,Y1124HS1OPFBRO0600,BRASSICA,H124,BROCCOLI,Y1,S1,BRO,40764909,STEEL,4128,,STEEL,HYB,C,000000000010890909,VS1.STEEL.DRTY.100.000.000,000000000010824622,VS1.STEEL.SEMI.100.000.000,,5B,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,5,,,OPF,Open Field 1,063H, ,,,0.0,,VS1.STEEL.DRTY.100.000.000,2025-01-06, ,,,OPN,RX-05951180,, ,STEEL (RS 05951180),,,,,P1,,,HYB BROCCOLI,Broccoli,Commercial Seed,4.559,4.559,000000000011998597,11998591,BRM-53-3916-SC,000000000011431329,10888675,BRM-53-3915-SI,000,DRTY,S - SVS,,,EMEA,,N-A,,Y1,BRASSICA,H124,BROCCOLI,OPN,2025-05-15 00:10:02.592369+00:00
000000000010797597,HALB,Y1124HS1OPFBRO0600,BRASSICA,H124,BROCCOLI,Y1,S1,BRO,40762209,TLALOC,4135,,TLALOC,HYB,C,000000000010797597,VS1.TLALOC.DRTY.100.000.000,000000000010807722,VS1.TLALOC.SEMI.100.000.000,,5B,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,6,,,OPF,Open Field 1,063H, ,,,0.0,,VS1.TLALOC.DRTY.100.000.000,2025-01-06, ,,,OPN,PX-261295,, ,TLALOC (PS 261295),,PX 261295,TLALOC,,P1,,,HYB BROCCOLI,Broccoli,Commercial Seed,4.434,4.434,000000000011440858,10844433,BRM-51-1008-SC,000000000011441948,10895172,BRL-51-15-SI,000,DRTY,S - SVS,,,NAM,,N-A,,Y1,BRASSICA,H124,BROCCOLI,OPN,2025-05-15 00:10:02.592369+00:00
000000000010760300,HALB,Y1124HS1OPFBRO0600,BRASSICA,H124,BROCCOLI,Y1,S1,BRO,40766009,IRONMAN,4041,,IRONMAN,HYB,C,000000000010760300,VS1.IRONMAN.DRTY.100.000.000,000000000010794786,VS1.IRONMAN.SEMI.100.000.000,,5C,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,5,,,OPF,Open Field 1,063H, ,,,0.0,,VS1.IRONMAN.DRTY.100.000.000,2025-01-06, ,,,OPN,RX-05931160,,X,RS 05931160,IRONMAN,IRONMAN (RS 05931160),,,P1,,,HYB BROCCOLI,Broccoli,Commercial Seed,5.147,5.147,000000000011431484,10852417,BRM-56-3905SI,000000000011436922,10899290,BRM-56-3907CMS,000,DRTY,S - SVS,,,EMEA,,N-A,,Y1,BRASSICA,H124,BROCCOLI,OPN,2025-05-15 00:10:02.592369+00:00
000000000010785920,HALB,Y1126HS3OPFFFR0600,BRASSICA,H126,CABBAGE,Y1,S3,FFR,40613209,OMPHALOS,4247,,OMPHALOS(H),HYB,C,000000000010785920,VS3.OMPHALOS(H).DRTY.100.000.000,000000000010771922,VS3.OMPHALOS(H).SEMI.100.000.000,,5B,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,5,,,OPF,Open Field 1,065H, ,,,0.0,,VS3.OMPHALOS(H).DRTY.100.000.000,2025-01-06, ,,,SML,OMPHALOS,, ,OMPHALOS(BN14),,,,,P2,,,HYB CABBAGE,Flat Round Headed Types,Commercial Seed,4.105,4.105,000000000011435557,10842226,WTR-134-0008SI,000000000011448059,10886587,WTR-134-0004SI,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y1,BRASSICA,H126,CABBAGE,SML,2025-05-15 00:10:02.592369+00:00
000000000010784104,HALB,Y1126HS3OPFFFR0600,BRASSICA,H126,CABBAGE,Y1,S3,FFR,40611709,ASTRUS PLUS,4147,,ASTRUS PLUS,HYB,C,000000000010784104,VS3.ASTRUS PLUS.DRTY.100.000.000,000000000010794511,VS3.ASTRUS PLUS.SEMI.100.000.000,,5B,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,7,,,OPF,Open Field 1,065H, ,,,0.0,,VS3.ASTRUS PLUS.DRTY.100.000.000,2025-04-08, ,,,OPN,HN-11799181,, ,HNX 11799181,HNS 11799181,ASTRUS PLUS,,,P2,,,HYB CABBAGE,Flat Round Headed Types,Commercial Seed,3.687,3.687,000000000011437202,10871637,WTR-117-0014SC,000000000011431278,10840012,WTR-117-0016SI,000,DRTY,S - SVS,,,SAM,,N-A,,Y1,BRASSICA,H126,CABBAGE,OPN,2025-05-15 00:10:02.592369+00:00
000000000010832838,HALB,Y1126HS3OPFFLH0600,BRASSICA,H126,CABBAGE,Y1,S3,FLH,40610609,KRONOS,4239,,KRONOS,HYB,C,000000000010832838,VS3.KRONOS.DRTY.100.000.000,000000000010831292,VS3.KRONOS.SEMI.100.000.000,,5C,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,5,,,OPF,Open Field 1,065H, ,,,0.0,,VS3.KRONOS.DRTY.100.000.000,2025-02-07, ,,,OPN,RX-3141,, ,RX 3141,,,,,P2,,,HYB CABBAGE,Long Holding Over 60 Days,Commercial Seed,4.542,4.542,000000000011438317,10862700,WST-56-169SC,000000000011431118,10906373,WST-56-162SI,000,DRTY,S - SVS,,,EMEA,,N-A,,Y1,BRASSICA,H126,CABBAGE,OPN,2025-05-15 00:10:02.592369+00:00
000000000010834526,HALB,Y1126HS3OPFFLH0600,BRASSICA,H126,CABBAGE,Y1,S3,FLH,40610909,ARRIVIST,70317,,ARRIVIST(H),HYB,C,000000000010834526,VS3.ARRIVIST(H).DRTY.100.000.000,000000000010761901,VS3.ARRIVIST(H).SEMI.100.000.000,,5B,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,5,,,OPF,Open Field 1,065H, ,,,0.0,,VS3.ARRIVIST(H).DRTY.100.000.000,2025-01-06, ,,,OPN,RX-3138,, ,,ARRIVIST,,,,P2,,,HYB CABBAGE,Long Holding Over 60 Days,Commercial Seed,3.691,3.691,000000000011429683,10843013,WPR-56-225SI,000000000011427192,10840011,WST-56-224SI,000,DRTY,S - SVS,,,EMEA,,N-A,,Y1,BRASSICA,H126,CABBAGE,OPN,2025-05-15 00:10:02.592369+00:00
000000000010785055,HALB,Y1126HS3OPFFLH0600,BRASSICA,H126,CABBAGE,Y1,S3,FLH,43911109,QUARTZ,29821,,QUARTZ,HYB,C,000000000010785055,VS3.QUARTZ.DRTY.100.000.000,000000000010774281,VS3.QUARTZ.SEMI.100.000.000,,5B,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,5,,,OPF,Open Field 1,065H, ,,,0.0,,VS3.QUARTZ.DRTY.100.000.000,2025-04-04, ,,,SML,GANNESHA,, ,QUARTZ,,,,,P2,,,HYB CABBAGE,Long Holding Over 60 Days,Commercial Seed,5.088,5.088,000000000011431385,10844341,WST-134-2501SC,000000000011442670,10894852,WTR-134-0003SI,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y1,BRASSICA,H126,CABBAGE,SML,2025-05-15 00:10:02.592369+00:00
000000000010770706,HALB,Y1126HS3OPFFRC0600,BRASSICA,H126,CABBAGE,Y1,S3,FRC,40608009,PANDION,4249,,PANDION,HYB,C,000000000010770706,VS3.PANDION.DRTY.100.000.000,000000000010814497,VS3.PANDION.SEMI.100.000.000,,5B,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,5,,,OPF,Open Field 1,065H, ,,,0.0,,VS3.PANDION.DRTY.100.000.000,2025-01-24, ,,,OPN,RX-3156,, ,RS 3156,PANDION(RS 3156),PANDION,,,P2,,,HYB CABBAGE,Round Headed Compact Types,Commercial Seed,3.913,3.913,000000000011447661,10859769,WFM-56-220SI,000000000011446391,10843171,WFM-56-221SI,000,DRTY,S - SVS,,,EMEA,,N-A,,Y1,BRASSICA,H126,CABBAGE,OPN,2025-05-15 00:10:02.592369+00:00
000000000010791953,HALB,Y1126HS3OPFFRC0600,BRASSICA,H126,CABBAGE,Y1,S3,FRC,40604509,SHAURYA,801,,SHAURYA,HYB,C,000000000010791953,VS3.SHAURYA.DRTY.100.000.000,000000000010766356,VS3.SHAURYA.SEMI.100.000.000,,5B,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,5,,,OPF,Open Field 1,065H, ,,,0.0,,VS3.SHAURYA.DRTY.100.000.000,2025-01-27, ,,,SML,HN-11720057,,X,HNX 11720057,(FORMERLY)SCGH 57,SHAURYA,,,P2,,,HYB CABBAGE,Round Headed Compact Types,Commercial Seed,5.299,5.299,000000000011431347,10842572,WFM-134-1006SI,000000000011428393,10862206,WFM-117-1511CMS,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y1,BRASSICA,H126,CABBAGE,SML,2025-05-15 00:10:02.592369+00:00
000000000010791037,HALB,Y1126HS3OPFFRC0600,BRASSICA,H126,CABBAGE,Y1,S3,FRC,40605109,MILLENIUM III,4244,,MILLENIUM III,HYB,C,000000000010791037,VS3.MILLENIUM III.DRTY.100.000.000,000000000010759557,VS3.MILLENIUM III.SEMI.100.000.000,,5B,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,5,,,OPF,Open Field 1,065H, ,,,0.0,,VS3.MILLENIUM III.DRTY.100.000.000,2025-01-06, ,,,SML,MILLENIUM-III,, ,MILLENIUM III,,,,,P1,,,HYB CABBAGE,Round Headed Compact Types,Commercial Seed,5.187,5.187,000000000011436987,10908361,WFM-134-1007SC,000000000011432757,10843077,WFM-134-1001SI,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y1,BRASSICA,H126,CABBAGE,SML,2025-05-15 00:10:02.592369+00:00
000000000010927323,HALB,Y1126HS3OPFFRC0600,BRASSICA,H126,CABBAGE,Y1,S3,FRC,43528109,RAPIDION,88728,,RAPIDION,HYB,C,000000000010927323,VS3.RAPIDION.DRTY.100.000.000,000000000010927324,VS3.RAPIDION.SEMI.100.000.000,,5B,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,5,,,OPF,Open Field 1,065H, ,,,0.0,,VS3.RAPIDION.DRTY.100.000.000,2025-01-06, ,,,OPN,RX-05873423,,X,RX 05873423,,,,,P1,,,HYB CABBAGE,Round Headed Compact Types,Commercial Seed,4.841,4.841,000000000011446391,10843171,WFM-56-221SI,000000000011433784,10900571,WFM-58-1837CMS,000,DRTY,S - SVS,,,EMEA,,N-A,,Y1,BRASSICA,H126,CABBAGE,OPN,2025-05-15 00:10:02.592369+00:00
000000000010788791,HALB,Y1126HS3OPFFRC0600,BRASSICA,H126,CABBAGE,Y1,S3,FRC,40605009,GREEN FLASH,4205,,GREEN FLASH(H),HYB,C,000000000010788791,VS3.GREEN FLASH(H).DRTY.100.000.000,000000000010834228,VS3.GREEN FLASH(H).SEMI.100.000.000,,5B,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,5,,,OPF,Open Field 1,065H, ,,,0.0,,VS3.GREEN FLASH(H).DRTY.100.000.000,2025-01-06, ,,,SML,GREEN-FLASH,, ,GREEN FLASH,,,,,P2,,,HYB CABBAGE,Round Headed Compact Types,Commercial Seed,4.724,4.724,000000000011428154,10895327,WFM-134-1005SI,000000000011432757,10843077,WFM-134-1001SI,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y1,BRASSICA,H126,CABBAGE,SML,2025-05-15 00:10:02.592369+00:00
000000000010805087,HALB,Y1126HS3OPFFRC0600,BRASSICA,H126,CABBAGE,Y1,S3,FRC,40604809,ZENNITH,4470,,ZENNITH(H),HYB,C,000000000010805087,VS3.ZENNITH(H).DRTY.100.000.000,000000000010777332,VS3.ZENNITH(H).SEMI.100.000.000,,5C,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,5,,,OPF,Open Field 1,065H, ,,,0.0,,VS3.ZENNITH(H).DRTY.100.000.000,2025-01-27, ,,,SML,ZENNITH,, ,ZENNITH,,,,,P2,,,HYB CABBAGE,Round Headed Compact Types,Commercial Seed,4.376,4.376,000000000011442522,10908945,WFM-134-1002SI,000000000011432757,10843077,WFM-134-1001SI,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y1,BRASSICA,H126,CABBAGE,SML,2025-05-15 00:10:02.592369+00:00
000000000010772411,HALB,Y1126HS3OPFFRC0600,BRASSICA,H126,CABBAGE,Y1,S3,FRC,40604909,CHAMP,4158,,CHAMP,HYB,C,000000000010772411,VS3.CHAMP.DRTY.100.000.000,000000000010774595,VS3.CHAMP.SEMI.100.000.000,,5B,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,5,,,OPF,Open Field 1,065H, ,,,0.0,,VS3.CHAMP.DRTY.100.000.000,2025-01-06, ,,,SML,CHAMP,, ,CHAMP,,,,,P2,,,HYB CABBAGE,Round Headed Compact Types,Commercial Seed,4.068,4.068,000000000011447396,10897075,WFM-134-1004SI,000000000011432757,10843077,WFM-134-1001SI,000,DRTY,S - SVS,,,EMEA,,N-A,,Y1,BRASSICA,H126,CABBAGE,OPN,2025-05-15 00:10:02.592369+00:00
000000000010806948,HALB,Y1126HS3OPFFUS0600,BRASSICA,H126,CABBAGE,Y1,S3,FUS,40613009,DOLARES,4174,,DOLARES,HYB,C,000000000010806948,VS3.DOLARES.DRTY.100.000.000,000000000010825254,VS3.DOLARES.SEMI.100.000.000,,5B,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,5,,,OPF,Open Field 1,065H, ,,,0.0,,VS3.DOLARES.DRTY.100.000.000,2025-04-21, ,,,SML,DOLARES,, ,DOLARES,,,,,P1,,,HYB CABBAGE,Round Headed Blue Green,Commercial Seed,5.518,5.518,000000000011436987,10908361,WFM-134-1007SC,000000000011442670,10894852,WTR-134-0003SI,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y1,BRASSICA,H126,CABBAGE,SML,2025-05-15 00:10:02.592369+00:00
000000000010823114,HALB,Y1126HS3OPFFUS0600,BRASSICA,H126,CABBAGE,Y1,S3,FUS,40612509,GREEN VOYAGER,4209,,GREENVOYAGER(H),HYB,C,000000000010823114,VS3.GREENVOYAGER(H).DRTY.100.000.000,000000000010833045,VS3.GREENVOYAGER(H).SEMI.100.000.000,,5B,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,,0.0,5,,,OPF,Open Field 1,065H, ,,,0.0,,VS3.GREENVOYAGER(H).DRTY.100.000.000,2025-01-06, ,,,SML,GREEN-VOYAGER,, ,GREEN VOYAGER,,,,,P2,,,HYB CABBAGE,Round Headed Blue Green,Commercial Seed,5.737,5.737,000000000011442670,10894852,WTR-134-0003SI,000000000011447764,10841920,WTR-134-0001SI,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y1,BRASSICA,H126,CABBAGE,SML,2025-05-15 00:10:02.592369+00:00
